Gene	ENSG ID	Disease	Class	Control	logFC	p-value adjusted
CEACAM21	ENSG00000007129	Breast ductal carcinoma in situ	Cancer	Class	-0.467	4.76E-2
CEACAM21	ENSG00000007129	Breast ductal carcinoma in situ	Cancer	Healthy	-0.066	9.07E-1
CEACAM21	ENSG00000007129	Chronic lymphocytic leukemia	Cancer	All other diseases	-0.056	8.62E-1
CEACAM21	ENSG00000007129	Chronic lymphocytic leukemia	Cancer	Class	0.185	4.68E-1
CEACAM21	ENSG00000007129	Chronic lymphocytic leukemia	Cancer	Healthy	0.362	2.54E-1
CEACAM21	ENSG00000007129	Bipolar disorder	Psychiatric	All other diseases	-0.296	1.92E-1
CEACAM21	ENSG00000007129	Bipolar disorder	Psychiatric	Class	-0.085	9.67E-1
CEACAM21	ENSG00000007129	Bipolar disorder	Psychiatric	Healthy	0.278	3.90E-1
CEACAM21	ENSG00000007129	Pediatric retinoblastoma	Pediatric	All other diseases	0.016	9.87E-1
CEACAM21	ENSG00000007129	Pediatric retinoblastoma	Pediatric	Class	0.001	9.99E-1
CEACAM21	ENSG00000007129	Pediatric retinoblastoma	Pediatric	Healthy	0.793	2.46E-1
CEACAM21	ENSG00000007129	Pediatric sarcoma	Pediatric	All other diseases	0.943	2.07E-1
CEACAM21	ENSG00000007129	Pediatric sarcoma	Pediatric	Class	1.043	5.25E-1
CEACAM21	ENSG00000007129	Pediatric sarcoma	Pediatric	Healthy	0.113	9.10E-1
CEACAM21	ENSG00000007129	Pediatric systemic inflammatory disease	Pediatric	All other diseases	-1.348	2.49E-8
CEACAM21	ENSG00000007129	Pediatric systemic inflammatory disease	Pediatric	Class	-1.369	2.11E-8
CEACAM21	ENSG00000007129	Pediatric systemic inflammatory disease	Pediatric	Healthy	-0.792	7.95E-3
CEACAM21	ENSG00000007129	Pediatric neuroblastoma	Pediatric	All other diseases	0.671	1.43E-1
CEACAM21	ENSG00000007129	Pediatric neuroblastoma	Pediatric	Class	0.804	1.42E-1
CEACAM21	ENSG00000007129	Pediatric neuroblastoma	Pediatric	Healthy	0.129	8.65E-1
CEACAM21	ENSG00000007129	Schizophrenia	Psychiatric	All other diseases	-0.365	1.45E-2
CEACAM21	ENSG00000007129	Schizophrenia	Psychiatric	Class	0.051	9.39E-1
CEACAM21	ENSG00000007129	Schizophrenia	Psychiatric	Healthy	0.219	2.87E-1
CEACAM21	ENSG00000007129	Pediatric bone tumor	Pediatric	All other diseases	-0.389	6.93E-1
CEACAM21	ENSG00000007129	Pediatric bone tumor	Pediatric	Class	-0.179	8.73E-1
CEACAM21	ENSG00000007129	Pediatric bone tumor	Pediatric	Healthy	-0.408	5.41E-1
CEACAM21	ENSG00000007129	Pediatric kidney tumor	Pediatric	All other diseases	0.093	9.26E-1
CEACAM21	ENSG00000007129	Pediatric kidney tumor	Pediatric	Class	0.152	8.99E-1
CEACAM21	ENSG00000007129	Pediatric kidney tumor	Pediatric	Healthy	0.755	3.19E-1
CEACAM21	ENSG00000007129	Pediatric long COVID	Pediatric	All other diseases	0.020	9.70E-1
CEACAM21	ENSG00000007129	Pediatric long COVID	Pediatric	Class	0.071	8.75E-1
CEACAM21	ENSG00000007129	Pediatric long COVID	Pediatric	Healthy	-0.053	9.19E-1
CEACAM21	ENSG00000007129	Pediatric lymphoma	Pediatric	All other diseases	0.520	5.60E-1
CEACAM21	ENSG00000007129	Pediatric lymphoma	Pediatric	Class	1.047	1.38E-1
CEACAM21	ENSG00000007129	Pediatric lymphoma	Pediatric	Healthy	1.034	1.25E-1
CEACAM21	ENSG00000007129	Pediatric diffuse astrocytic and oligodendro. tumor	Pediatric	All other diseases	-0.272	5.67E-1
CEACAM21	ENSG00000007129	Pediatric diffuse astrocytic and oligodendro. tumor	Pediatric	Class	-0.118	8.38E-1
CEACAM21	ENSG00000007129	Pediatric diffuse astrocytic and oligodendro. tumor	Pediatric	Healthy	0.405	4.04E-1
CEACAM21	ENSG00000007129	Viral hepatitis related cirrhosis	Metabolic	All other diseases	0.382	2.57E-2
CEACAM21	ENSG00000007129	Viral hepatitis related cirrhosis	Metabolic	Class	0.608	2.69E-5
CEACAM21	ENSG00000007129	Viral hepatitis related cirrhosis	Metabolic	Healthy	1.195	5.83E-10
CEACAM21	ENSG00000007129	Pediatric CNS tumor	Pediatric	All other diseases	-0.160	8.11E-1
CEACAM21	ENSG00000007129	Pediatric CNS tumor	Pediatric	Class	-0.015	9.91E-1
CEACAM21	ENSG00000007129	Pediatric CNS tumor	Pediatric	Healthy	0.039	9.54E-1
CEACAM21	ENSG00000007129	Rheumatoid arthritis	Autoimmune	All other diseases	-0.333	6.43E-2
CEACAM21	ENSG00000007129	Rheumatoid arthritis	Autoimmune	Class	-0.305	8.79E-2
CEACAM21	ENSG00000007129	Rheumatoid arthritis	Autoimmune	Healthy	0.206	2.70E-1
CEACAM21	ENSG00000007129	Systemic sclerosis	Autoimmune	All other diseases	0.120	4.85E-1
CEACAM21	ENSG00000007129	Systemic sclerosis	Autoimmune	Class	0.133	5.17E-1
CEACAM21	ENSG00000007129	Systemic sclerosis	Autoimmune	Healthy	0.654	1.36E-5
CEACAM21	ENSG00000007129	Acute myeloid leukemia	Cancer	All other diseases	0.190	4.40E-1
CEACAM21	ENSG00000007129	Acute myeloid leukemia	Cancer	Class	0.489	1.07E-2
CEACAM21	ENSG00000007129	Acute myeloid leukemia	Cancer	Healthy	0.808	1.97E-3
CEACAM21	ENSG00000007129	Breast cancer	Cancer	All other diseases	-0.353	1.44E-3
CEACAM21	ENSG00000007129	Breast cancer	Cancer	Class	-0.117	3.43E-1
CEACAM21	ENSG00000007129	Breast cancer	Cancer	Healthy	-0.011	9.48E-1
CEACAM21	ENSG00000007129	Systemic lupus erythematosus	Autoimmune	All other diseases	0.375	1.30E-2
CEACAM21	ENSG00000007129	Systemic lupus erythematosus	Autoimmune	Class	0.408	6.79E-3
CEACAM21	ENSG00000007129	Systemic lupus erythematosus	Autoimmune	Healthy	0.676	1.61E-3
CEACAM21	ENSG00000007129	Multiple sclerosis	Autoimmune	All other diseases	-0.355	9.49E-5
CEACAM21	ENSG00000007129	Multiple sclerosis	Autoimmune	Class	-0.545	3.87E-8
CEACAM21	ENSG00000007129	Multiple sclerosis	Autoimmune	Healthy	0.117	3.10E-1
CEACAM21	ENSG00000007129	Myositis	Autoimmune	All other diseases	0.421	7.19E-6
CEACAM21	ENSG00000007129	Myositis	Autoimmune	Class	0.488	1.20E-6
CEACAM21	ENSG00000007129	Myositis	Autoimmune	Healthy	0.922	2.72E-15
CEACAM21	ENSG00000007129	Sjögrens syndrome	Autoimmune	All other diseases	-0.113	5.48E-1
CEACAM21	ENSG00000007129	Sjögrens syndrome	Autoimmune	Class	-0.173	3.52E-1
CEACAM21	ENSG00000007129	Sjögrens syndrome	Autoimmune	Healthy	0.395	1.46E-2
CEACAM21	ENSG00000007129	Small intestine neuroendocrine tumor	Cancer	All other diseases	-0.303	2.25E-1
CEACAM21	ENSG00000007129	Small intestine neuroendocrine tumor	Cancer	Class	-0.052	8.76E-1
CEACAM21	ENSG00000007129	Small intestine neuroendocrine tumor	Cancer	Healthy	0.368	1.50E-1
CEACAM21	ENSG00000007129	Coronary artery calcification	Cardiovascular	All other diseases	-0.406	7.27E-7
CEACAM21	ENSG00000007129	Coronary artery calcification	Cardiovascular	Class	-0.154	9.86E-2
CEACAM21	ENSG00000007129	Coronary artery calcification	Cardiovascular	Healthy	0.103	3.88E-1
CEACAM21	ENSG00000007129	Previous venous thromboembolism	Cardiovascular	All other diseases	-0.212	1.73E-1
CEACAM21	ENSG00000007129	Previous venous thromboembolism	Cardiovascular	Class	0.178	2.52E-1
CEACAM21	ENSG00000007129	Previous venous thromboembolism	Cardiovascular	Healthy	0.437	5.18E-3
CEACAM21	ENSG00000007129	Bacterial gastroenteritis	Infection	All other diseases	0.518	7.89E-2
CEACAM21	ENSG00000007129	Bacterial gastroenteritis	Infection	Class	-0.486	2.75E-1
CEACAM21	ENSG00000007129	Bacterial gastroenteritis	Infection	Healthy	1.454	2.46E-4
CEACAM21	ENSG00000007129	Acute coronary syndrome	Cardiovascular	All other diseases	-0.432	5.00E-2
CEACAM21	ENSG00000007129	Acute coronary syndrome	Cardiovascular	Class	0.017	9.42E-1
CEACAM21	ENSG00000007129	Acute coronary syndrome	Cardiovascular	Healthy	0.134	5.52E-1
CEACAM21	ENSG00000007129	Acute venous thromboembolism	Cardiovascular	All other diseases	-0.433	8.34E-2
CEACAM21	ENSG00000007129	Acute venous thromboembolism	Cardiovascular	Class	-0.043	8.60E-1
CEACAM21	ENSG00000007129	Acute venous thromboembolism	Cardiovascular	Healthy	0.016	9.53E-1
CEACAM21	ENSG00000007129	Prostate cancer	Cancer	All other diseases	-0.623	3.37E-8
CEACAM21	ENSG00000007129	Prostate cancer	Cancer	Class	-0.521	2.02E-6
CEACAM21	ENSG00000007129	Prostate cancer	Cancer	Healthy	-0.051	7.74E-1
CEACAM21	ENSG00000007129	Abdominal aortic aneurysm	Cardiovascular	All other diseases	-0.377	1.78E-2
CEACAM21	ENSG00000007129	Abdominal aortic aneurysm	Cardiovascular	Class	0.068	7.52E-1
CEACAM21	ENSG00000007129	Abdominal aortic aneurysm	Cardiovascular	Healthy	0.099	7.27E-1
CEACAM3	ENSG00000170956	Abdominal aortic aneurysm	Cardiovascular	All other diseases	0.038	6.86E-1
CEACAM3	ENSG00000170956	Abdominal aortic aneurysm	Cardiovascular	Class	0.192	6.25E-2
CEACAM3	ENSG00000170956	Abdominal aortic aneurysm	Cardiovascular	Healthy	0.396	5.07E-3
CEACAM3	ENSG00000170956	Coronary artery calcification	Cardiovascular	All other diseases	-0.381	6.73E-18
CEACAM3	ENSG00000170956	Coronary artery calcification	Cardiovascular	Class	-0.440	2.46E-18
CEACAM3	ENSG00000170956	Coronary artery calcification	Cardiovascular	Healthy	0.019	8.01E-1
CEACAM3	ENSG00000170956	Small intestine neuroendocrine tumor	Cancer	All other diseases	-0.035	8.15E-1
CEACAM3	ENSG00000170956	Small intestine neuroendocrine tumor	Cancer	Class	0.042	8.19E-1
CEACAM3	ENSG00000170956	Small intestine neuroendocrine tumor	Cancer	Healthy	0.406	3.47E-3
CEACAM3	ENSG00000170956	Acute venous thromboembolism	Cardiovascular	All other diseases	0.078	5.91E-1
CEACAM3	ENSG00000170956	Acute venous thromboembolism	Cardiovascular	Class	0.193	1.32E-1
CEACAM3	ENSG00000170956	Acute venous thromboembolism	Cardiovascular	Healthy	0.602	1.13E-5
CEACAM3	ENSG00000170956	Pituitary neuroendocrine tumor	Cancer	All other diseases	-0.281	1.81E-2
CEACAM3	ENSG00000170956	Pituitary neuroendocrine tumor	Cancer	Class	-0.189	1.36E-1
CEACAM3	ENSG00000170956	Pituitary neuroendocrine tumor	Cancer	Healthy	0.171	3.12E-1
CEACAM3	ENSG00000170956	Prostate cancer	Cancer	All other diseases	-0.190	2.00E-3
CEACAM3	ENSG00000170956	Prostate cancer	Cancer	Class	-0.190	2.49E-3
CEACAM3	ENSG00000170956	Prostate cancer	Cancer	Healthy	0.179	2.24E-2
CEACAM3	ENSG00000170956	Previous venous thromboembolism	Cardiovascular	All other diseases	-0.060	4.92E-1
CEACAM3	ENSG00000170956	Previous venous thromboembolism	Cardiovascular	Class	0.080	4.17E-1
CEACAM3	ENSG00000170956	Previous venous thromboembolism	Cardiovascular	Healthy	0.420	1.13E-5
CEACAM3	ENSG00000170956	Acute coronary syndrome	Cardiovascular	All other diseases	0.103	4.11E-1
CEACAM3	ENSG00000170956	Acute coronary syndrome	Cardiovascular	Class	0.190	8.27E-2
CEACAM3	ENSG00000170956	Acute coronary syndrome	Cardiovascular	Healthy	0.716	1.51E-6
CEACAM3	ENSG00000170956	Cervical cancer	Cancer	All other diseases	-0.251	4.77E-4
CEACAM3	ENSG00000170956	Cervical cancer	Cancer	Class	-0.118	2.48E-1
CEACAM3	ENSG00000170956	Cervical cancer	Cancer	Healthy	0.136	1.32E-1
CEACAM3	ENSG00000170956	Chronic lymphocytic leukemia	Cancer	All other diseases	-0.213	9.36E-2
CEACAM3	ENSG00000170956	Chronic lymphocytic leukemia	Cancer	Class	-0.151	2.59E-1
CEACAM3	ENSG00000170956	Chronic lymphocytic leukemia	Cancer	Healthy	0.279	4.40E-2
CEACAM3	ENSG00000170956	Endometrial cancer	Cancer	All other diseases	-0.178	2.62E-2
CEACAM3	ENSG00000170956	Endometrial cancer	Cancer	Class	-0.123	1.42E-1
CEACAM3	ENSG00000170956	Endometrial cancer	Cancer	Healthy	0.184	7.24E-2
CEACAM3	ENSG00000170956	Breast ductal carcinoma in situ	Cancer	All other diseases	-0.235	5.07E-2
CEACAM3	ENSG00000170956	Breast ductal carcinoma in situ	Cancer	Class	-0.172	2.02E-1
CEACAM3	ENSG00000170956	Breast ductal carcinoma in situ	Cancer	Healthy	0.260	1.58E-1
CEACAM3	ENSG00000170956	Diffuse large B-cell lymphoma	Cancer	All other diseases	0.028	8.55E-1
CEACAM3	ENSG00000170956	Diffuse large B-cell lymphoma	Cancer	Class	0.127	3.23E-1
CEACAM3	ENSG00000170956	Diffuse large B-cell lymphoma	Cancer	Healthy	0.422	1.01E-2
CEACAM3	ENSG00000170956	Breast cancer	Cancer	All other diseases	-0.074	2.68E-1
CEACAM3	ENSG00000170956	Breast cancer	Cancer	Class	-0.001	9.90E-1
CEACAM3	ENSG00000170956	Breast cancer	Cancer	Healthy	0.303	8.21E-5
CEACAM3	ENSG00000170956	Glioma	Cancer	All other diseases	-0.098	1.06E-1
CEACAM3	ENSG00000170956	Glioma	Cancer	Class	-0.026	6.94E-1
CEACAM3	ENSG00000170956	Glioma	Cancer	Healthy	0.349	3.28E-6
CEACAM3	ENSG00000170956	Colorectal cancer	Cancer	All other diseases	-0.174	3.22E-4
CEACAM3	ENSG00000170956	Colorectal cancer	Cancer	Class	-0.144	2.97E-3
CEACAM3	ENSG00000170956	Colorectal cancer	Cancer	Healthy	0.216	4.94E-4
CEACAM3	ENSG00000170956	Alcohol-related liver disease	Metabolic	All other diseases	0.184	5.00E-1
CEACAM3	ENSG00000170956	Alcohol-related liver disease	Metabolic	Class	0.290	2.69E-1
CEACAM3	ENSG00000170956	Alcohol-related liver disease	Metabolic	Healthy	1.049	8.49E-5
CEACAM3	ENSG00000170956	Metabolic syndrome	Metabolic	All other diseases	-0.292	4.83E-14
CEACAM3	ENSG00000170956	Metabolic syndrome	Metabolic	Class	-0.169	2.17E-4
CEACAM3	ENSG00000170956	Metabolic syndrome	Metabolic	Healthy	0.107	2.70E-2
CEACAM3	ENSG00000170956	Streptococcal soft tissue infection	Infection	All other diseases	0.603	2.59E-13
CEACAM3	ENSG00000170956	Streptococcal soft tissue infection	Infection	Class	0.396	1.35E-4
CEACAM3	ENSG00000170956	Streptococcal soft tissue infection	Infection	Healthy	1.023	7.01E-16
CEACAM3	ENSG00000170956	MASLD	Metabolic	All other diseases	0.054	5.45E-1
CEACAM3	ENSG00000170956	MASLD	Metabolic	Class	0.217	8.84E-3
CEACAM3	ENSG00000170956	MASLD	Metabolic	Healthy	0.533	1.18E-8
CEACAM3	ENSG00000170956	Staphylococcus aureus bacteremia	Infection	All other diseases	0.825	1.30E-8
CEACAM3	ENSG00000170956	Staphylococcus aureus bacteremia	Infection	Class	0.588	2.86E-3
CEACAM3	ENSG00000170956	Staphylococcus aureus bacteremia	Infection	Healthy	1.235	3.22E-10
CEACAM3	ENSG00000170956	Obesity	Metabolic	All other diseases	-0.335	9.94E-13
CEACAM3	ENSG00000170956	Obesity	Metabolic	Class	-0.219	1.45E-5
CEACAM3	ENSG00000170956	Obesity	Metabolic	Healthy	0.050	4.78E-1
CEACAM3	ENSG00000170956	Chronic liver disease	Metabolic	All other diseases	0.490	6.23E-5
CEACAM3	ENSG00000170956	Chronic liver disease	Metabolic	Class	0.716	5.33E-9
CEACAM3	ENSG00000170956	Chronic liver disease	Metabolic	Healthy	1.093	1.43E-6
CEACAM3	ENSG00000170956	Melanoma	Cancer	All other diseases	0.096	2.72E-1
CEACAM3	ENSG00000170956	Melanoma	Cancer	Class	0.169	3.74E-2
CEACAM3	ENSG00000170956	Melanoma	Cancer	Healthy	0.479	8.82E-7
CEACAM3	ENSG00000170956	Ovarian cancer	Cancer	All other diseases	-0.145	1.87E-2
CEACAM3	ENSG00000170956	Ovarian cancer	Cancer	Class	-0.079	2.26E-1
CEACAM3	ENSG00000170956	Ovarian cancer	Cancer	Healthy	0.201	5.26E-3
CEACAM3	ENSG00000170956	Lung cancer	Cancer	All other diseases	-0.114	1.52E-2
CEACAM3	ENSG00000170956	Lung cancer	Cancer	Class	-0.084	8.96E-2
CEACAM3	ENSG00000170956	Lung cancer	Cancer	Healthy	0.240	1.29E-4
CEACAM3	ENSG00000170956	Myeloma	Cancer	All other diseases	0.091	5.77E-1
CEACAM3	ENSG00000170956	Myeloma	Cancer	Class	0.189	1.60E-1
CEACAM3	ENSG00000170956	Myeloma	Cancer	Healthy	0.557	8.65E-4
CEACAM3	ENSG00000170956	Hepatocellular cancer	Cancer	All other diseases	0.409	1.07E-6
CEACAM3	ENSG00000170956	Hepatocellular cancer	Cancer	Class	0.511	1.40E-10
CEACAM3	ENSG00000170956	Hepatocellular cancer	Cancer	Healthy	0.878	1.53E-10
CEACAM3	ENSG00000170956	Pancreatic cancer	Cancer	All other diseases	0.642	4.77E-13
CEACAM3	ENSG00000170956	Pancreatic cancer	Cancer	Class	0.726	1.30E-17
CEACAM3	ENSG00000170956	Pancreatic cancer	Cancer	Healthy	1.011	2.20E-11
CEACAM3	ENSG00000170956	Meningioma	Cancer	All other diseases	-0.262	2.00E-2
CEACAM3	ENSG00000170956	Meningioma	Cancer	Class	-0.172	1.35E-1
CEACAM3	ENSG00000170956	Meningioma	Cancer	Healthy	0.223	1.20E-1
CEACAM3	ENSG00000170956	E.coli pyelonephritis	Infection	All other diseases	0.363	9.54E-6
CEACAM3	ENSG00000170956	E.coli pyelonephritis	Infection	Class	0.090	5.32E-1
CEACAM3	ENSG00000170956	E.coli pyelonephritis	Infection	Healthy	0.815	4.68E-11
CEACAM3	ENSG00000170956	Malaria	Infection	All other diseases	0.048	6.11E-1
CEACAM3	ENSG00000170956	Malaria	Infection	Class	-0.070	5.95E-1
CEACAM3	ENSG00000170956	Malaria	Infection	Healthy	0.629	4.48E-5
CEACAM3	ENSG00000170956	Dengue fever	Infection	All other diseases	0.025	9.31E-1
CEACAM3	ENSG00000170956	Dengue fever	Infection	Class	-0.115	6.92E-1
CEACAM3	ENSG00000170956	Dengue fever	Infection	Healthy	0.348	4.29E-1
CEACAM3	ENSG00000170956	Influenza	Infection	All other diseases	-0.064	3.57E-1
CEACAM3	ENSG00000170956	Influenza	Infection	Class	-0.335	6.12E-5
CEACAM3	ENSG00000170956	Influenza	Infection	Healthy	0.388	7.54E-5
CEACAM3	ENSG00000170956	Bacterial gastroenteritis	Infection	All other diseases	-0.038	8.45E-1
CEACAM3	ENSG00000170956	Bacterial gastroenteritis	Infection	Class	-0.166	4.94E-1
CEACAM3	ENSG00000170956	Bacterial gastroenteritis	Infection	Healthy	0.460	1.38E-1
CEACAM3	ENSG00000170956	Mycoplasma pneumonia	Infection	All other diseases	0.253	7.67E-2
CEACAM3	ENSG00000170956	Mycoplasma pneumonia	Infection	Class	0.129	5.36E-1
CEACAM3	ENSG00000170956	Mycoplasma pneumonia	Infection	Healthy	0.723	3.70E-4
CEACAM3	ENSG00000170956	Pneumococcal pneumonia	Infection	All other diseases	0.453	1.70E-6
CEACAM3	ENSG00000170956	Pneumococcal pneumonia	Infection	Class	0.151	3.81E-1
CEACAM3	ENSG00000170956	Pneumococcal pneumonia	Infection	Healthy	0.959	1.08E-9
CEACAM3	ENSG00000170956	HIV	Infection	All other diseases	-0.166	7.49E-2
CEACAM3	ENSG00000170956	HIV	Infection	Class	-0.327	1.43E-3
CEACAM3	ENSG00000170956	HIV	Infection	Healthy	0.201	1.78E-1
CEACAM3	ENSG00000170956	Rheumatoid arthritis	Autoimmune	All other diseases	0.190	4.56E-2
CEACAM3	ENSG00000170956	Rheumatoid arthritis	Autoimmune	Class	0.042	7.76E-1
CEACAM3	ENSG00000170956	Rheumatoid arthritis	Autoimmune	Healthy	0.744	5.20E-12
CEACAM3	ENSG00000170956	Systemic sclerosis	Autoimmune	All other diseases	0.264	8.04E-4
CEACAM3	ENSG00000170956	Systemic sclerosis	Autoimmune	Class	0.138	1.68E-1
CEACAM3	ENSG00000170956	Systemic sclerosis	Autoimmune	Healthy	0.695	2.53E-12
CEACAM3	ENSG00000170956	Myositis	Autoimmune	All other diseases	0.263	1.60E-7
CEACAM3	ENSG00000170956	Myositis	Autoimmune	Class	0.130	4.07E-2
CEACAM3	ENSG00000170956	Myositis	Autoimmune	Healthy	0.652	4.54E-19
CEACAM3	ENSG00000170956	Systemic lupus erythematosus	Autoimmune	All other diseases	0.133	1.08E-1
CEACAM3	ENSG00000170956	Systemic lupus erythematosus	Autoimmune	Class	0.005	9.60E-1
CEACAM3	ENSG00000170956	Systemic lupus erythematosus	Autoimmune	Healthy	0.659	1.25E-7
CEACAM3	ENSG00000170956	Multiple sclerosis	Autoimmune	All other diseases	0.007	9.06E-1
CEACAM3	ENSG00000170956	Multiple sclerosis	Autoimmune	Class	-0.159	1.06E-2
CEACAM3	ENSG00000170956	Multiple sclerosis	Autoimmune	Healthy	0.439	9.50E-9
CEACAM3	ENSG00000170956	Acute myeloid leukemia	Cancer	All other diseases	-0.072	5.83E-1
CEACAM3	ENSG00000170956	Acute myeloid leukemia	Cancer	Class	0.001	9.93E-1
CEACAM3	ENSG00000170956	Acute myeloid leukemia	Cancer	Healthy	0.420	1.41E-3
CEACAM3	ENSG00000170956	Sjögrens syndrome	Autoimmune	All other diseases	0.000	10.00E-1
CEACAM3	ENSG00000170956	Sjögrens syndrome	Autoimmune	Class	-0.199	3.67E-2
CEACAM3	ENSG00000170956	Sjögrens syndrome	Autoimmune	Healthy	0.364	1.45E-4
CEACAM3	ENSG00000170956	Bipolar disorder	Psychiatric	All other diseases	0.034	7.98E-1
CEACAM3	ENSG00000170956	Bipolar disorder	Psychiatric	Class	0.143	9.21E-1
CEACAM3	ENSG00000170956	Bipolar disorder	Psychiatric	Healthy	0.551	7.32E-3
CEACAM3	ENSG00000170956	Pediatric retinoblastoma	Pediatric	All other diseases	-0.103	8.23E-1
CEACAM3	ENSG00000170956	Pediatric retinoblastoma	Pediatric	Class	-0.291	4.83E-1
CEACAM3	ENSG00000170956	Pediatric retinoblastoma	Pediatric	Healthy	0.791	3.93E-2
CEACAM3	ENSG00000170956	Schizophrenia	Psychiatric	All other diseases	-0.105	2.06E-1
CEACAM3	ENSG00000170956	Schizophrenia	Psychiatric	Class	-0.098	8.30E-1
CEACAM3	ENSG00000170956	Schizophrenia	Psychiatric	Healthy	0.477	2.13E-4
CEACAM3	ENSG00000170956	Pediatric systemic inflammatory disease	Pediatric	All other diseases	0.475	1.20E-4
CEACAM3	ENSG00000170956	Pediatric systemic inflammatory disease	Pediatric	Class	0.300	2.24E-2
CEACAM3	ENSG00000170956	Pediatric systemic inflammatory disease	Pediatric	Healthy	0.958	4.22E-9
CEACAM3	ENSG00000170956	Pediatric neuroblastoma	Pediatric	All other diseases	0.146	5.56E-1
CEACAM3	ENSG00000170956	Pediatric neuroblastoma	Pediatric	Class	-0.077	8.39E-1
CEACAM3	ENSG00000170956	Pediatric neuroblastoma	Pediatric	Healthy	0.356	3.59E-1
CEACAM3	ENSG00000170956	Pediatric sarcoma	Pediatric	All other diseases	-0.341	4.47E-1
CEACAM3	ENSG00000170956	Pediatric sarcoma	Pediatric	Class	-0.485	6.15E-1
CEACAM3	ENSG00000170956	Pediatric sarcoma	Pediatric	Healthy	0.734	8.48E-2
CEACAM3	ENSG00000170956	Pediatric bone tumor	Pediatric	All other diseases	-0.238	6.67E-1
CEACAM3	ENSG00000170956	Pediatric bone tumor	Pediatric	Class	-0.383	6.54E-1
CEACAM3	ENSG00000170956	Pediatric bone tumor	Pediatric	Healthy	-0.019	9.78E-1
CEACAM3	ENSG00000170956	Pediatric kidney tumor	Pediatric	All other diseases	-0.144	7.45E-1
CEACAM3	ENSG00000170956	Pediatric kidney tumor	Pediatric	Class	-0.261	6.28E-1
CEACAM3	ENSG00000170956	Pediatric kidney tumor	Pediatric	Healthy	0.518	1.20E-1
CEACAM3	ENSG00000170956	Pediatric long COVID	Pediatric	All other diseases	0.471	2.45E-2
CEACAM3	ENSG00000170956	Pediatric long COVID	Pediatric	Class	0.233	3.05E-1
CEACAM3	ENSG00000170956	Pediatric long COVID	Pediatric	Healthy	0.974	8.99E-3
CEACAM3	ENSG00000170956	Viral hepatitis related cirrhosis	Metabolic	All other diseases	0.028	7.81E-1
CEACAM3	ENSG00000170956	Viral hepatitis related cirrhosis	Metabolic	Class	0.190	3.30E-2
CEACAM3	ENSG00000170956	Viral hepatitis related cirrhosis	Metabolic	Healthy	0.557	2.27E-8
CEACAM3	ENSG00000170956	Pediatric diffuse astrocytic and oligodendro. tumor	Pediatric	All other diseases	0.056	8.55E-1
CEACAM3	ENSG00000170956	Pediatric diffuse astrocytic and oligodendro. tumor	Pediatric	Class	-0.035	9.10E-1
CEACAM3	ENSG00000170956	Pediatric diffuse astrocytic and oligodendro. tumor	Pediatric	Healthy	0.677	2.38E-2
CEACAM3	ENSG00000170956	Type 2 diabetes	Metabolic	All other diseases	-0.363	3.99E-5
CEACAM3	ENSG00000170956	Type 2 diabetes	Metabolic	Class	-0.271	1.70E-3
CEACAM3	ENSG00000170956	Type 2 diabetes	Metabolic	Healthy	0.080	5.36E-1
CEACAM3	ENSG00000170956	Pediatric lymphoma	Pediatric	All other diseases	0.109	8.32E-1
CEACAM3	ENSG00000170956	Pediatric lymphoma	Pediatric	Class	0.004	9.94E-1
CEACAM3	ENSG00000170956	Pediatric lymphoma	Pediatric	Healthy	0.750	5.16E-2
CEACAM3	ENSG00000170956	Pediatric CNS tumor	Pediatric	All other diseases	0.401	1.41E-1
