Gene	ENSG ID	Disease	Class	Control	logFC	p-value adjusted
CDSN	ENSG00000204539	Small intestine neuroendocrine tumor	Cancer	Healthy	0.070	6.06E-1
CDSN	ENSG00000204539	Abdominal aortic aneurysm	Cardiovascular	All other diseases	0.075	3.82E-1
CDSN	ENSG00000204539	Abdominal aortic aneurysm	Cardiovascular	Class	-0.085	4.65E-1
CDSN	ENSG00000204539	Abdominal aortic aneurysm	Cardiovascular	Healthy	0.160	2.30E-1
CDSN	ENSG00000204539	Coronary artery calcification	Cardiovascular	All other diseases	0.026	5.69E-1
CDSN	ENSG00000204539	Coronary artery calcification	Cardiovascular	Class	-0.149	2.42E-3
CDSN	ENSG00000204539	Coronary artery calcification	Cardiovascular	Healthy	-0.050	3.76E-1
CDSN	ENSG00000204539	Colorectal cancer	Cancer	All other diseases	-0.123	5.73E-3
CDSN	ENSG00000204539	Colorectal cancer	Cancer	Class	-0.036	4.60E-1
CDSN	ENSG00000204539	Colorectal cancer	Cancer	Healthy	-0.217	8.08E-5
CDSN	ENSG00000204539	Diffuse large B-cell lymphoma	Cancer	All other diseases	-0.302	5.41E-3
CDSN	ENSG00000204539	Diffuse large B-cell lymphoma	Cancer	Class	-0.196	6.08E-2
CDSN	ENSG00000204539	Diffuse large B-cell lymphoma	Cancer	Healthy	-0.299	7.25E-3
CDSN	ENSG00000204539	Breast cancer	Cancer	All other diseases	0.006	9.29E-1
CDSN	ENSG00000204539	Breast cancer	Cancer	Class	0.120	4.13E-2
CDSN	ENSG00000204539	Breast cancer	Cancer	Healthy	-0.104	1.33E-1
CDSN	ENSG00000204539	Glioma	Cancer	All other diseases	-0.149	6.47E-3
CDSN	ENSG00000204539	Glioma	Cancer	Class	-0.039	5.10E-1
CDSN	ENSG00000204539	Glioma	Cancer	Healthy	-0.191	1.10E-3
CDSN	ENSG00000204539	Chronic lymphocytic leukemia	Cancer	All other diseases	0.061	6.67E-1
CDSN	ENSG00000204539	Chronic lymphocytic leukemia	Cancer	Class	0.141	2.36E-1
CDSN	ENSG00000204539	Chronic lymphocytic leukemia	Cancer	Healthy	-0.022	9.01E-1
CDSN	ENSG00000204539	Breast ductal carcinoma in situ	Cancer	All other diseases	0.013	9.34E-1
CDSN	ENSG00000204539	Breast ductal carcinoma in situ	Cancer	Class	0.115	3.68E-1
CDSN	ENSG00000204539	Breast ductal carcinoma in situ	Cancer	Healthy	-0.121	4.61E-1
CDSN	ENSG00000204539	Cervical cancer	Cancer	All other diseases	-0.059	4.05E-1
CDSN	ENSG00000204539	Cervical cancer	Cancer	Class	0.093	3.58E-1
CDSN	ENSG00000204539	Cervical cancer	Cancer	Healthy	-0.219	1.22E-2
CDSN	ENSG00000204539	Endometrial cancer	Cancer	All other diseases	0.047	5.54E-1
CDSN	ENSG00000204539	Endometrial cancer	Cancer	Class	0.139	6.83E-2
CDSN	ENSG00000204539	Endometrial cancer	Cancer	Healthy	-0.125	1.83E-1
CEACAM1	ENSG00000079385	Endometrial cancer	Cancer	All other diseases	-0.151	3.96E-4
CEACAM1	ENSG00000079385	Endometrial cancer	Cancer	Class	-0.107	2.06E-2
CEACAM1	ENSG00000079385	Endometrial cancer	Cancer	Healthy	0.010	8.32E-1
CEACAM1	ENSG00000079385	Glioma	Cancer	All other diseases	-0.043	1.98E-1
CEACAM1	ENSG00000079385	Glioma	Cancer	Class	0.012	7.68E-1
CEACAM1	ENSG00000079385	Glioma	Cancer	Healthy	0.127	1.48E-5
CEACAM1	ENSG00000079385	Hepatocellular cancer	Cancer	All other diseases	0.277	5.18E-9
CEACAM1	ENSG00000079385	Hepatocellular cancer	Cancer	Class	0.336	7.42E-12
CEACAM1	ENSG00000079385	Hepatocellular cancer	Cancer	Healthy	0.443	2.17E-10
CEACAM1	ENSG00000079385	Diffuse large B-cell lymphoma	Cancer	All other diseases	0.098	1.71E-1
CEACAM1	ENSG00000079385	Diffuse large B-cell lymphoma	Cancer	Class	0.147	3.32E-2
CEACAM1	ENSG00000079385	Diffuse large B-cell lymphoma	Cancer	Healthy	0.212	2.68E-3
CEACAM1	ENSG00000079385	Breast ductal carcinoma in situ	Cancer	All other diseases	-0.212	1.73E-3
CEACAM1	ENSG00000079385	Breast ductal carcinoma in situ	Cancer	Class	-0.163	3.57E-2
CEACAM1	ENSG00000079385	Breast ductal carcinoma in situ	Cancer	Healthy	-0.070	3.89E-1
CEACAM1	ENSG00000079385	Chronic lymphocytic leukemia	Cancer	All other diseases	0.044	5.95E-1
CEACAM1	ENSG00000079385	Chronic lymphocytic leukemia	Cancer	Class	0.066	4.48E-1
CEACAM1	ENSG00000079385	Chronic lymphocytic leukemia	Cancer	Healthy	0.157	6.38E-2
CEACAM1	ENSG00000079385	Colorectal cancer	Cancer	All other diseases	-0.216	1.11E-16
CEACAM1	ENSG00000079385	Colorectal cancer	Cancer	Class	-0.204	2.33E-13
CEACAM1	ENSG00000079385	Colorectal cancer	Cancer	Healthy	-0.075	5.61E-3
CEACAM1	ENSG00000079385	Cervical cancer	Cancer	All other diseases	-0.201	3.13E-7
CEACAM1	ENSG00000079385	Cervical cancer	Cancer	Class	-0.063	2.88E-1
CEACAM1	ENSG00000079385	Cervical cancer	Cancer	Healthy	0.034	4.37E-1
CEACAM1	ENSG00000079385	Mycoplasma pneumonia	Infection	All other diseases	0.203	9.68E-3
CEACAM1	ENSG00000079385	Mycoplasma pneumonia	Infection	Class	0.209	4.47E-2
CEACAM1	ENSG00000079385	Mycoplasma pneumonia	Infection	Healthy	0.376	2.39E-4
CEACAM1	ENSG00000079385	Pneumococcal pneumonia	Infection	All other diseases	0.152	5.97E-3
CEACAM1	ENSG00000079385	Pneumococcal pneumonia	Infection	Class	0.091	3.83E-1
CEACAM1	ENSG00000079385	Pneumococcal pneumonia	Infection	Healthy	0.320	1.71E-5
CEACAM1	ENSG00000079385	Malaria	Infection	All other diseases	-0.086	9.03E-2
CEACAM1	ENSG00000079385	Malaria	Infection	Class	-0.066	3.85E-1
CEACAM1	ENSG00000079385	Malaria	Infection	Healthy	0.134	1.58E-1
CEACAM1	ENSG00000079385	Dengue fever	Infection	All other diseases	0.218	4.09E-2
CEACAM1	ENSG00000079385	Dengue fever	Infection	Class	0.221	1.37E-1
CEACAM1	ENSG00000079385	Dengue fever	Infection	Healthy	0.480	2.63E-3
CEACAM1	ENSG00000079385	HIV	Infection	All other diseases	-0.151	1.94E-3
CEACAM1	ENSG00000079385	HIV	Infection	Class	-0.148	1.53E-2
CEACAM1	ENSG00000079385	HIV	Infection	Healthy	0.215	2.12E-2
CEACAM1	ENSG00000079385	Influenza	Infection	All other diseases	-0.045	2.34E-1
CEACAM1	ENSG00000079385	Influenza	Infection	Class	-0.090	7.52E-2
CEACAM1	ENSG00000079385	Influenza	Infection	Healthy	0.132	3.00E-3
CEACAM1	ENSG00000079385	E.coli pyelonephritis	Infection	All other diseases	0.009	8.60E-1
CEACAM1	ENSG00000079385	E.coli pyelonephritis	Infection	Class	-0.065	4.47E-1
CEACAM1	ENSG00000079385	E.coli pyelonephritis	Infection	Healthy	0.154	1.66E-3
CEACAM1	ENSG00000079385	Pediatric sarcoma	Pediatric	All other diseases	0.216	3.98E-1
CEACAM1	ENSG00000079385	Pediatric sarcoma	Pediatric	Class	0.061	9.44E-1
CEACAM1	ENSG00000079385	Pediatric sarcoma	Pediatric	Healthy	0.682	6.87E-2
CEACAM1	ENSG00000079385	Pediatric systemic inflammatory disease	Pediatric	All other diseases	0.381	1.18E-7
CEACAM1	ENSG00000079385	Pediatric systemic inflammatory disease	Pediatric	Class	0.207	6.98E-3
CEACAM1	ENSG00000079385	Pediatric systemic inflammatory disease	Pediatric	Healthy	0.610	4.69E-14
CEACAM1	ENSG00000079385	Pediatric retinoblastoma	Pediatric	All other diseases	0.150	5.34E-1
CEACAM1	ENSG00000079385	Pediatric retinoblastoma	Pediatric	Class	0.035	9.14E-1
CEACAM1	ENSG00000079385	Pediatric retinoblastoma	Pediatric	Healthy	0.338	9.71E-2
CEACAM1	ENSG00000079385	Schizophrenia	Psychiatric	All other diseases	-0.149	7.83E-4
CEACAM1	ENSG00000079385	Schizophrenia	Psychiatric	Class	0.019	9.27E-1
CEACAM1	ENSG00000079385	Schizophrenia	Psychiatric	Healthy	0.042	3.31E-1
CEACAM1	ENSG00000079385	Pediatric neuroblastoma	Pediatric	All other diseases	0.095	4.99E-1
CEACAM1	ENSG00000079385	Pediatric neuroblastoma	Pediatric	Class	-0.112	5.34E-1
CEACAM1	ENSG00000079385	Pediatric neuroblastoma	Pediatric	Healthy	-0.071	8.05E-1
CEACAM1	ENSG00000079385	Bipolar disorder	Psychiatric	All other diseases	-0.195	2.81E-3
CEACAM1	ENSG00000079385	Bipolar disorder	Psychiatric	Class	-0.043	9.38E-1
CEACAM1	ENSG00000079385	Bipolar disorder	Psychiatric	Healthy	0.021	8.39E-1
CEACAM1	ENSG00000079385	Obesity	Metabolic	All other diseases	-0.169	3.78E-11
CEACAM1	ENSG00000079385	Obesity	Metabolic	Class	-0.137	3.44E-7
CEACAM1	ENSG00000079385	Obesity	Metabolic	Healthy	-0.028	1.82E-1
CEACAM1	ENSG00000079385	Type 2 diabetes	Metabolic	All other diseases	-0.064	2.19E-1
CEACAM1	ENSG00000079385	Type 2 diabetes	Metabolic	Class	0.023	7.05E-1
CEACAM1	ENSG00000079385	Type 2 diabetes	Metabolic	Healthy	0.121	9.08E-3
CEACAM1	ENSG00000079385	Metabolic syndrome	Metabolic	All other diseases	-0.117	2.06E-8
CEACAM1	ENSG00000079385	Metabolic syndrome	Metabolic	Class	-0.058	1.30E-2
CEACAM1	ENSG00000079385	Metabolic syndrome	Metabolic	Healthy	0.028	1.18E-1
CEACAM1	ENSG00000079385	Staphylococcus aureus bacteremia	Infection	All other diseases	0.371	2.60E-5
CEACAM1	ENSG00000079385	Staphylococcus aureus bacteremia	Infection	Class	0.329	6.83E-3
CEACAM1	ENSG00000079385	Staphylococcus aureus bacteremia	Infection	Healthy	0.518	3.56E-5
CEACAM1	ENSG00000079385	Alcohol-related liver disease	Metabolic	All other diseases	-0.148	2.90E-1
CEACAM1	ENSG00000079385	Alcohol-related liver disease	Metabolic	Class	-0.088	5.74E-1
CEACAM1	ENSG00000079385	Alcohol-related liver disease	Metabolic	Healthy	0.005	9.81E-1
CEACAM1	ENSG00000079385	Chronic liver disease	Metabolic	All other diseases	0.239	5.78E-4
CEACAM1	ENSG00000079385	Chronic liver disease	Metabolic	Class	0.250	1.15E-3
CEACAM1	ENSG00000079385	Chronic liver disease	Metabolic	Healthy	0.282	3.63E-2
CEACAM1	ENSG00000079385	MASLD	Metabolic	All other diseases	0.040	4.06E-1
CEACAM1	ENSG00000079385	MASLD	Metabolic	Class	0.077	1.23E-1
CEACAM1	ENSG00000079385	MASLD	Metabolic	Healthy	0.194	1.34E-5
CEACAM1	ENSG00000079385	Streptococcal soft tissue infection	Infection	All other diseases	0.111	2.16E-2
CEACAM1	ENSG00000079385	Streptococcal soft tissue infection	Infection	Class	0.071	2.80E-1
CEACAM1	ENSG00000079385	Streptococcal soft tissue infection	Infection	Healthy	0.296	2.21E-6
CEACAM1	ENSG00000079385	Acute myeloid leukemia	Cancer	All other diseases	-0.039	6.04E-1
CEACAM1	ENSG00000079385	Acute myeloid leukemia	Cancer	Class	-0.010	8.98E-1
CEACAM1	ENSG00000079385	Acute myeloid leukemia	Cancer	Healthy	0.125	7.41E-2
CEACAM1	ENSG00000079385	Breast cancer	Cancer	All other diseases	-0.053	1.25E-1
CEACAM1	ENSG00000079385	Breast cancer	Cancer	Class	0.014	7.58E-1
CEACAM1	ENSG00000079385	Breast cancer	Cancer	Healthy	0.098	3.08E-3
CEACAM1	ENSG00000079385	Systemic sclerosis	Autoimmune	All other diseases	0.122	7.30E-3
CEACAM1	ENSG00000079385	Systemic sclerosis	Autoimmune	Class	0.003	9.73E-1
CEACAM1	ENSG00000079385	Systemic sclerosis	Autoimmune	Healthy	0.307	2.03E-11
CEACAM1	ENSG00000079385	Multiple sclerosis	Autoimmune	All other diseases	0.060	2.75E-2
CEACAM1	ENSG00000079385	Multiple sclerosis	Autoimmune	Class	-0.032	2.83E-1
CEACAM1	ENSG00000079385	Multiple sclerosis	Autoimmune	Healthy	0.285	1.48E-33
CEACAM1	ENSG00000079385	Sjögrens syndrome	Autoimmune	All other diseases	0.080	1.16E-1
CEACAM1	ENSG00000079385	Sjögrens syndrome	Autoimmune	Class	-0.048	3.69E-1
CEACAM1	ENSG00000079385	Sjögrens syndrome	Autoimmune	Healthy	0.282	1.59E-12
CEACAM1	ENSG00000079385	Systemic lupus erythematosus	Autoimmune	All other diseases	0.150	6.74E-4
CEACAM1	ENSG00000079385	Systemic lupus erythematosus	Autoimmune	Class	0.097	3.35E-2
CEACAM1	ENSG00000079385	Systemic lupus erythematosus	Autoimmune	Healthy	0.463	1.08E-15
CEACAM1	ENSG00000079385	Myositis	Autoimmune	All other diseases	0.102	2.24E-4
CEACAM1	ENSG00000079385	Myositis	Autoimmune	Class	-0.037	2.11E-1
CEACAM1	ENSG00000079385	Myositis	Autoimmune	Healthy	0.252	8.16E-13
CEACAM1	ENSG00000079385	Rheumatoid arthritis	Autoimmune	All other diseases	0.151	3.07E-3
CEACAM1	ENSG00000079385	Rheumatoid arthritis	Autoimmune	Class	0.029	6.27E-1
CEACAM1	ENSG00000079385	Rheumatoid arthritis	Autoimmune	Healthy	0.298	1.76E-11
CEACAM1	ENSG00000079385	Previous venous thromboembolism	Cardiovascular	All other diseases	0.120	6.78E-3
CEACAM1	ENSG00000079385	Previous venous thromboembolism	Cardiovascular	Class	0.136	6.66E-4
CEACAM1	ENSG00000079385	Previous venous thromboembolism	Cardiovascular	Healthy	0.291	5.49E-15
CEACAM1	ENSG00000079385	Bacterial gastroenteritis	Infection	All other diseases	-0.156	7.16E-2
CEACAM1	ENSG00000079385	Bacterial gastroenteritis	Infection	Class	-0.122	3.49E-1
CEACAM1	ENSG00000079385	Bacterial gastroenteritis	Infection	Healthy	0.083	4.43E-1
CEACAM1	ENSG00000079385	Acute venous thromboembolism	Cardiovascular	All other diseases	-0.006	9.62E-1
CEACAM1	ENSG00000079385	Acute venous thromboembolism	Cardiovascular	Class	-0.048	4.49E-1
CEACAM1	ENSG00000079385	Acute venous thromboembolism	Cardiovascular	Healthy	0.212	1.53E-4
CEACAM1	ENSG00000079385	Coronary artery calcification	Cardiovascular	All other diseases	-0.127	1.01E-7
CEACAM1	ENSG00000079385	Coronary artery calcification	Cardiovascular	Class	-0.236	5.60E-25
CEACAM1	ENSG00000079385	Coronary artery calcification	Cardiovascular	Healthy	0.002	9.44E-1
CEACAM1	ENSG00000079385	Prostate cancer	Cancer	All other diseases	-0.090	6.80E-3
CEACAM1	ENSG00000079385	Prostate cancer	Cancer	Class	-0.091	1.86E-2
CEACAM1	ENSG00000079385	Prostate cancer	Cancer	Healthy	0.047	1.63E-1
CEACAM1	ENSG00000079385	Abdominal aortic aneurysm	Cardiovascular	All other diseases	0.004	9.47E-1
CEACAM1	ENSG00000079385	Abdominal aortic aneurysm	Cardiovascular	Class	-0.010	8.85E-1
CEACAM1	ENSG00000079385	Abdominal aortic aneurysm	Cardiovascular	Healthy	0.136	3.91E-2
CEACAM1	ENSG00000079385	Acute coronary syndrome	Cardiovascular	All other diseases	0.267	9.96E-6
CEACAM1	ENSG00000079385	Acute coronary syndrome	Cardiovascular	Class	0.283	9.84E-9
CEACAM1	ENSG00000079385	Acute coronary syndrome	Cardiovascular	Healthy	0.417	4.43E-12
CEACAM1	ENSG00000079385	Small intestine neuroendocrine tumor	Cancer	All other diseases	-0.145	3.82E-2
CEACAM1	ENSG00000079385	Small intestine neuroendocrine tumor	Cancer	Class	-0.117	1.81E-1
CEACAM1	ENSG00000079385	Small intestine neuroendocrine tumor	Cancer	Healthy	0.020	8.02E-1
CEACAM1	ENSG00000079385	Pediatric long COVID	Pediatric	All other diseases	0.088	5.27E-1
CEACAM1	ENSG00000079385	Pediatric long COVID	Pediatric	Class	-0.195	1.30E-1
CEACAM1	ENSG00000079385	Pediatric long COVID	Pediatric	Healthy	0.340	6.62E-3
CEACAM1	ENSG00000079385	Pediatric lymphoma	Pediatric	All other diseases	0.271	2.35E-1
CEACAM1	ENSG00000079385	Pediatric lymphoma	Pediatric	Class	0.171	4.53E-1
CEACAM1	ENSG00000079385	Pediatric lymphoma	Pediatric	Healthy	0.601	3.13E-3
CEACAM1	ENSG00000079385	Pediatric kidney tumor	Pediatric	All other diseases	0.395	3.49E-2
CEACAM1	ENSG00000079385	Pediatric kidney tumor	Pediatric	Class	0.263	3.96E-1
CEACAM1	ENSG00000079385	Pediatric kidney tumor	Pediatric	Healthy	0.584	2.51E-3
CEACAM1	ENSG00000079385	Viral hepatitis related cirrhosis	Metabolic	All other diseases	0.018	7.44E-1
CEACAM1	ENSG00000079385	Viral hepatitis related cirrhosis	Metabolic	Class	0.048	3.82E-1
CEACAM1	ENSG00000079385	Viral hepatitis related cirrhosis	Metabolic	Healthy	0.180	7.20E-3
CEACAM1	ENSG00000079385	Pediatric CNS tumor	Pediatric	All other diseases	0.063	7.42E-1
CEACAM1	ENSG00000079385	Pediatric CNS tumor	Pediatric	Class	-0.074	7.41E-1
CEACAM1	ENSG00000079385	Pediatric CNS tumor	Pediatric	Healthy	0.266	8.71E-2
CEACAM1	ENSG00000079385	Pediatric diffuse astrocytic and oligodendro. tumor	Pediatric	All other diseases	0.124	3.39E-1
CEACAM1	ENSG00000079385	Pediatric diffuse astrocytic and oligodendro. tumor	Pediatric	Class	-0.039	8.30E-1
CEACAM1	ENSG00000079385	Pediatric diffuse astrocytic and oligodendro. tumor	Pediatric	Healthy	0.426	3.93E-3
CEACAM1	ENSG00000079385	Pediatric bone tumor	Pediatric	All other diseases	-0.032	9.40E-1
CEACAM1	ENSG00000079385	Pediatric bone tumor	Pediatric	Class	-0.194	6.54E-1
CEACAM1	ENSG00000079385	Pediatric bone tumor	Pediatric	Healthy	0.304	1.49E-1
CEACAM1	ENSG00000079385	Pancreatic cancer	Cancer	All other diseases	0.562	2.72E-29
CEACAM1	ENSG00000079385	Pancreatic cancer	Cancer	Class	0.610	5.53E-34
CEACAM1	ENSG00000079385	Pancreatic cancer	Cancer	Healthy	0.612	4.54E-10
CEACAM1	ENSG00000079385	Pituitary neuroendocrine tumor	Cancer	All other diseases	-0.189	5.97E-3
CEACAM1	ENSG00000079385	Pituitary neuroendocrine tumor	Cancer	Class	-0.135	8.54E-2
CEACAM1	ENSG00000079385	Pituitary neuroendocrine tumor	Cancer	Healthy	-0.014	8.83E-1
CEACAM1	ENSG00000079385	Ovarian cancer	Cancer	All other diseases	-0.197	4.65E-10
CEACAM1	ENSG00000079385	Ovarian cancer	Cancer	Class	-0.144	1.30E-5
CEACAM1	ENSG00000079385	Ovarian cancer	Cancer	Healthy	-0.043	2.00E-1
CEACAM1	ENSG00000079385	Lung cancer	Cancer	All other diseases	-0.074	3.32E-3
CEACAM1	ENSG00000079385	Lung cancer	Cancer	Class	-0.054	6.20E-2
CEACAM1	ENSG00000079385	Lung cancer	Cancer	Healthy	0.063	2.79E-2
CEACAM1	ENSG00000079385	Meningioma	Cancer	All other diseases	-0.097	1.45E-1
CEACAM1	ENSG00000079385	Meningioma	Cancer	Class	-0.048	5.39E-1
CEACAM1	ENSG00000079385	Meningioma	Cancer	Healthy	0.080	1.93E-1
CEACAM1	ENSG00000079385	Myeloma	Cancer	All other diseases	0.052	5.73E-1
CEACAM1	ENSG00000079385	Myeloma	Cancer	Class	0.085	3.15E-1
CEACAM1	ENSG00000079385	Myeloma	Cancer	Healthy	0.179	1.05E-1
CEACAM1	ENSG00000079385	Melanoma	Cancer	All other diseases	0.145	1.21E-3
CEACAM1	ENSG00000079385	Melanoma	Cancer	Class	0.185	5.01E-5
CEACAM1	ENSG00000079385	Melanoma	Cancer	Healthy	0.296	3.29E-7
CEACAM21	ENSG00000007129	Melanoma	Cancer	All other diseases	-0.091	6.04E-1
CEACAM21	ENSG00000007129	Melanoma	Cancer	Class	0.126	4.41E-1
CEACAM21	ENSG00000007129	Melanoma	Cancer	Healthy	0.473	5.02E-3
CEACAM21	ENSG00000007129	Ovarian cancer	Cancer	All other diseases	-0.301	6.88E-3
CEACAM21	ENSG00000007129	Ovarian cancer	Cancer	Class	-0.064	6.22E-1
CEACAM21	ENSG00000007129	Ovarian cancer	Cancer	Healthy	0.000	9.97E-1
CEACAM21	ENSG00000007129	Pancreatic cancer	Cancer	All other diseases	0.467	8.23E-3
CEACAM21	ENSG00000007129	Pancreatic cancer	Cancer	Class	0.728	2.29E-6
CEACAM21	ENSG00000007129	Pancreatic cancer	Cancer	Healthy	1.078	5.66E-6
CEACAM21	ENSG00000007129	Pituitary neuroendocrine tumor	Cancer	All other diseases	-0.651	4.20E-3
CEACAM21	ENSG00000007129	Pituitary neuroendocrine tumor	Cancer	Class	-0.332	1.59E-1
CEACAM21	ENSG00000007129	Pituitary neuroendocrine tumor	Cancer	Healthy	0.069	8.40E-1
CEACAM21	ENSG00000007129	Myeloma	Cancer	All other diseases	0.157	6.21E-1
CEACAM21	ENSG00000007129	Myeloma	Cancer	Class	0.428	6.83E-2
CEACAM21	ENSG00000007129	Myeloma	Cancer	Healthy	0.869	6.21E-3
CEACAM21	ENSG00000007129	Lung cancer	Cancer	All other diseases	-0.329	1.12E-4
CEACAM21	ENSG00000007129	Lung cancer	Cancer	Class	-0.163	6.56E-2
CEACAM21	ENSG00000007129	Lung cancer	Cancer	Healthy	0.043	7.14E-1
CEACAM21	ENSG00000007129	Meningioma	Cancer	All other diseases	-0.628	3.35E-3
CEACAM21	ENSG00000007129	Meningioma	Cancer	Class	-0.383	6.95E-2
CEACAM21	ENSG00000007129	Meningioma	Cancer	Healthy	-0.030	9.23E-1
CEACAM21	ENSG00000007129	Streptococcal soft tissue infection	Infection	All other diseases	2.281	6.67E-50
CEACAM21	ENSG00000007129	Streptococcal soft tissue infection	Infection	Class	1.294	1.77E-10
CEACAM21	ENSG00000007129	Streptococcal soft tissue infection	Infection	Healthy	2.794	8.06E-27
CEACAM21	ENSG00000007129	Metabolic syndrome	Metabolic	All other diseases	-0.311	1.57E-5
CEACAM21	ENSG00000007129	Metabolic syndrome	Metabolic	Class	-0.270	4.74E-4
CEACAM21	ENSG00000007129	Metabolic syndrome	Metabolic	Healthy	0.174	3.72E-2
CEACAM21	ENSG00000007129	Obesity	Metabolic	All other diseases	-0.301	6.70E-4
CEACAM21	ENSG00000007129	Obesity	Metabolic	Class	-0.282	1.55E-3
CEACAM21	ENSG00000007129	Obesity	Metabolic	Healthy	0.212	4.51E-2
CEACAM21	ENSG00000007129	Type 2 diabetes	Metabolic	All other diseases	-0.346	4.70E-2
CEACAM21	ENSG00000007129	Type 2 diabetes	Metabolic	Class	-0.286	6.65E-2
CEACAM21	ENSG00000007129	Type 2 diabetes	Metabolic	Healthy	0.381	3.89E-2
CEACAM21	ENSG00000007129	MASLD	Metabolic	All other diseases	-0.155	3.36E-1
CEACAM21	ENSG00000007129	MASLD	Metabolic	Class	-0.079	6.33E-1
CEACAM21	ENSG00000007129	MASLD	Metabolic	Healthy	0.450	1.21E-3
CEACAM21	ENSG00000007129	Staphylococcus aureus bacteremia	Infection	All other diseases	1.828	9.60E-11
CEACAM21	ENSG00000007129	Staphylococcus aureus bacteremia	Infection	Class	0.733	7.46E-2
CEACAM21	ENSG00000007129	Staphylococcus aureus bacteremia	Infection	Healthy	2.215	1.01E-6
CEACAM21	ENSG00000007129	Alcohol-related liver disease	Metabolic	All other diseases	0.538	2.45E-1
CEACAM21	ENSG00000007129	Alcohol-related liver disease	Metabolic	Class	0.753	3.01E-2
CEACAM21	ENSG00000007129	Alcohol-related liver disease	Metabolic	Healthy	1.281	2.42E-3
CEACAM21	ENSG00000007129	Chronic liver disease	Metabolic	All other diseases	0.735	1.89E-3
CEACAM21	ENSG00000007129	Chronic liver disease	Metabolic	Class	0.923	2.57E-6
CEACAM21	ENSG00000007129	Chronic liver disease	Metabolic	Healthy	1.233	3.18E-6
CEACAM21	ENSG00000007129	E.coli pyelonephritis	Infection	All other diseases	1.155	6.79E-14
CEACAM21	ENSG00000007129	E.coli pyelonephritis	Infection	Class	0.021	9.46E-1
CEACAM21	ENSG00000007129	E.coli pyelonephritis	Infection	Healthy	1.684	8.45E-18
CEACAM21	ENSG00000007129	Malaria	Infection	All other diseases	2.615	1.60E-64
CEACAM21	ENSG00000007129	Malaria	Infection	Class	1.906	7.52E-21
CEACAM21	ENSG00000007129	Malaria	Infection	Healthy	3.329	6.36E-25
CEACAM21	ENSG00000007129	Mycoplasma pneumonia	Infection	All other diseases	0.818	2.03E-3
CEACAM21	ENSG00000007129	Mycoplasma pneumonia	Infection	Class	-0.231	5.74E-1
CEACAM21	ENSG00000007129	Mycoplasma pneumonia	Infection	Healthy	1.308	1.71E-4
CEACAM21	ENSG00000007129	Pneumococcal pneumonia	Infection	All other diseases	0.985	2.59E-8
CEACAM21	ENSG00000007129	Pneumococcal pneumonia	Infection	Class	-0.236	4.91E-1
CEACAM21	ENSG00000007129	Pneumococcal pneumonia	Infection	Healthy	1.597	1.67E-8
CEACAM21	ENSG00000007129	Influenza	Infection	All other diseases	0.092	4.82E-1
CEACAM21	ENSG00000007129	Influenza	Infection	Class	-1.236	1.55E-14
CEACAM21	ENSG00000007129	Influenza	Infection	Healthy	0.655	4.61E-6
CEACAM21	ENSG00000007129	Dengue fever	Infection	All other diseases	0.162	7.24E-1
CEACAM21	ENSG00000007129	Dengue fever	Infection	Class	-0.887	8.41E-2
CEACAM21	ENSG00000007129	Dengue fever	Infection	Healthy	1.037	7.74E-2
CEACAM21	ENSG00000007129	HIV	Infection	All other diseases	0.212	2.28E-1
CEACAM21	ENSG00000007129	HIV	Infection	Class	-0.965	1.22E-6
CEACAM21	ENSG00000007129	HIV	Infection	Healthy	0.827	2.01E-4
CEACAM21	ENSG00000007129	Cervical cancer	Cancer	All other diseases	-0.389	3.11E-3
CEACAM21	ENSG00000007129	Cervical cancer	Cancer	Class	-0.033	9.06E-1
CEACAM21	ENSG00000007129	Cervical cancer	Cancer	Healthy	0.136	4.51E-1
CEACAM21	ENSG00000007129	Diffuse large B-cell lymphoma	Cancer	All other diseases	0.547	1.38E-2
CEACAM21	ENSG00000007129	Diffuse large B-cell lymphoma	Cancer	Class	0.819	1.72E-5
CEACAM21	ENSG00000007129	Diffuse large B-cell lymphoma	Cancer	Healthy	0.990	1.65E-4
CEACAM21	ENSG00000007129	Endometrial cancer	Cancer	All other diseases	-0.383	8.03E-3
CEACAM21	ENSG00000007129	Endometrial cancer	Cancer	Class	-0.164	2.93E-1
CEACAM21	ENSG00000007129	Endometrial cancer	Cancer	Healthy	-0.134	5.27E-1
CEACAM21	ENSG00000007129	Glioma	Cancer	All other diseases	-0.417	1.25E-4
CEACAM21	ENSG00000007129	Glioma	Cancer	Class	-0.174	1.05E-1
CEACAM21	ENSG00000007129	Glioma	Cancer	Healthy	0.163	2.13E-1
CEACAM21	ENSG00000007129	Hepatocellular cancer	Cancer	All other diseases	0.378	2.20E-2
CEACAM21	ENSG00000007129	Hepatocellular cancer	Cancer	Class	0.681	2.50E-6
CEACAM21	ENSG00000007129	Hepatocellular cancer	Cancer	Healthy	1.065	1.67E-10
CEACAM21	ENSG00000007129	Colorectal cancer	Cancer	All other diseases	-0.333	1.84E-4
CEACAM21	ENSG00000007129	Colorectal cancer	Cancer	Class	-0.156	8.01E-2
CEACAM21	ENSG00000007129	Colorectal cancer	Cancer	Healthy	0.044	7.08E-1
CEACAM21	ENSG00000007129	Breast ductal carcinoma in situ	Cancer	All other diseases	-0.696	1.95E-3
